Diagnosis,Model,XAI_Method,Feature,Reduced Feature,Score,ABS Score,Normalized Score (0-1)
emphysemaDiagnosis17,XGB,LIME,#NAME?,#NAME?,-0.015660621,0.015660621,0.020023136
adhdaddDiagnosis517,Ensemble,SHAP,sdohAffordableHousing,sdohAffordableHousing,0.027580776,0.027580776,0.020018166
arthritisDiagnosis17,NN,Permutation_Importance,sdohLivedWithAlcoholic18,sdohLivedWithAlcoholic18,0.004176281,0.004176281,0.020003066
cancerDiagnosedLung17,XGB,Feature_Ablation,sdohSeeOthersPerWeek,sdohSeeOthersPerWeek,0.006283186,0.006283186,0.01999769
diabetesDiagnosis,Ensemble,Feature_Ablation,sdohHomeProblemPests,sdohHomeProblemPests,0.006281783,0.006281783,0.019993225
diabetesDiagnosis,XGB,Feature_Ablation,sdohHomeProblemCook,sdohHomeProblemCook,0.006281783,0.006281783,0.019993225
asthmaDiagnosis,Ensemble,Feature_Ablation,sdohDiscriminationByPolice,sdohDiscriminationByPolice,0.006271849,0.006271849,0.019961608
asthmaDiagnosis,XGB,Feature_Ablation,sdoh12MosContactCollection,sdoh12MosContactCollection,0.006271849,0.006271849,0.019961608
arthritisDiagnosis17,Ensemble,Permutation_Importance,sdohHowOftenChildInsult,sdohHowOftenChildInsult,0.004164744,0.004164744,0.019947807
cancerDiagnosedColon17,NN,Saliency,sdohDateCompletedMonth,sdohDateCompletedMonth,0.017671492,0.017671492,0.019945856
highCholesterolDiagnosis17,NN,Saliency,sdohHelpFromCommunity,sdohHelpFromCommunity,0.017662551,0.017662551,0.019935765
cancerDiagnosedLymphomaNonhodgkins17,Ensemble,SHAP,sdohDateCompletedMonth,sdohDateCompletedMonth,0.027437248,0.027437248,0.019913993
cancerDiagnosedProstate17,Ensemble,SHAP,sdohAccessPublicTransportation,sdohAccessPublicTransportation,0.027433996,0.027433996,0.019911633
anginaDiagnosis17,NN,Saliency,sdohHowOftenChildInsult,sdohHowOftenChildInsult,-0.017615689,0.017615689,0.019882871
highCholesterolDiagnosis17,Ensemble,Feature_Ablation,sdohTelephoneOthersPerWeek,sdohTelephoneOthersPerWeek,0.006246173,0.006246173,0.019879888
highCholesterolDiagnosis17,XGB,Feature_Ablation,sdohHomeProblemLead,sdohHomeProblemLead,0.006246173,0.006246173,0.019879888
cancerDiagnosedSkinnonmelano17,NN,Integrated_Gradients,sdohUsedElectronicNicotineProd,sdohUsedElectronicNicotineProd,-0.022348417,0.022348417,0.019871667
cancerDiagnosedskinunknownType17,XGB,Permutation_Importance,sdohFeelLackCompanionship,sdohFeelLackCompanionship,0.004145907,0.004145907,0.019857584
highCholesterolDiagnosis17,NN,Integrated_Gradients,sdohCoverUnexpectedExpense,sdohCoverUnexpectedExpense,0.022321079,0.022321079,0.019847359
arthritisDiagnosis17,NN,Feature_Ablation,sdohFeelLeftOut,sdohFeelLeftOut,0.006229811,0.006229811,0.019827812
arthritisDiagnosis17,NN,Feature_Ablation,sdohFeelLackCompanionship,sdohFeelLackCompanionship,0.006229811,0.006229811,0.019827812
cancerDiagnosedSkinnonmelano17,NN,Saliency,sdohHowOftenScreamCurse,sdohHowOftenScreamCurse,-0.017561782,0.017561782,0.019822026
emphysemaDiagnosis17,Ensemble,Permutation_Importance,sdohHelpFromCommunity,sdohHelpFromCommunity,0.004137498,0.004137498,0.019817307
cancerDiagnosedOther17,Ensemble,Permutation_Importance,sdohHowOftenAskedToTouch,sdohHowOftenAskedToTouch,0.004136319,0.004136319,0.01981166
cancerDiagnosedSkinMelanoma17,Ensemble,Permutation_Importance,sdohHelpFromCommunity,sdohHelpFromCommunity,0.004131715,0.004131715,0.019789609
highCholesterolDiagnosis17,DT,SHAP,sdohUsedElectronicNicotineProd,sdohUsedElectronicNicotineProd,0.027265212,0.027265212,0.019789129
cancerDiagnosedSkinMelanoma17,Ensemble,LIME,sdohHowOftenForced <= 0.31,sdohHowOftenForced,-0.015468774,0.015468774,0.019777847
cancerDiagnosis17,Ensemble,Permutation_Importance,sdohDiscriminationInHousing,sdohDiscriminationInHousing,0.004128982,0.004128982,0.019776519
cancerDiagnosedSkinnonmelano17,NN,Feature_Ablation,sdoh12MosThreatUtilityOff,sdoh12MosThreatUtilityOff,0.006206152,0.006206152,0.019752512
cancerDiagnosedColon17,NN,Saliency,sdoh12MosPayUtilityLate,sdoh12MosPayUtilityLate,-0.017497955,0.017497955,0.019749985
cancerDiagnosedOther17,XGB,Feature_Ablation,sdohHowOftenInsulted,sdohHowOftenInsulted,0.006204478,0.006204478,0.019747184
anginaDiagnosis17,XGB,Feature_Ablation,sdohAffordableHousing,sdohAffordableHousing,0.00620392,0.00620392,0.019745408
typeOfArthritisDiagnosed17,XGB,LIME,#NAME?,#NAME?,0.015442675,0.015442675,0.019744477
emphysemaDiagnosis17,XGB,Permutation_Importance,sdohHowOftenThreatenedHarm,sdohHowOftenThreatenedHarm,0.004119548,0.004119548,0.019731333
cancerDiagnosis17,NN,Saliency,sdoh30DaysAvgDaysPerWkModExrcs,sdoh30DaysAvgDaysPerWkModExrcs,0.017480522,0.017480522,0.019730308
cancerDiagnosedOther17,NN,Saliency,sdohAffordableHousing,sdohAffordableHousing,0.017478015,0.017478015,0.019727478
cancerDiagnosedLung17,Ensemble,SHAP,sdohTelephoneOthersPerWeek,sdohTelephoneOthersPerWeek,0.027178181,0.027178181,0.019725962
cancerDiagnosedLung17,Ensemble,Feature_Ablation,sdohSeeOthersPerWeek,sdohSeeOthersPerWeek,0.00619469,0.00619469,0.019716031
cancerDiagnosedColon17,Ensemble,Permutation_Importance,sdohPlacesForHealthyFood,sdohPlacesForHealthyFood,0.004116029,0.004116029,0.019714478
cancerDiagnosedBreast17,XGB,Feature_Ablation,sdoh30DaysMinPerDayModExrcs,sdoh30DaysMinPerDayModExrcs,0.006193896,0.006193896,0.019713504
arthritisDiagnosis17,NN,Saliency,sdohHowOftenStress,sdohHowOftenStress,-0.017452992,0.017452992,0.019699235
cancerDiagnosedOther17,NN,Integrated_Gradients,sdohHomeProblemMold,sdohHomeProblemMold,0.022145577,0.022145577,0.019691307
diabetesDiagnosis,XGB,Permutation_Importance,sdohDiscriminationApplyingJobs,sdohDiscriminationApplyingJobs,0.004108087,0.004108087,0.019676438
arthritisDiagnosis17,Ensemble,Permutation_Importance,sdohHowOftenChildTouched,sdohHowOftenChildTouched,0.00410706,0.00410706,0.019671519
dcsDiabetesDiagnosisByHealthProf,XGB,Feature_Ablation,sdohFeelIsolated,sdohFeelIsolated,0.006180354,0.006180354,0.019670404
dcsDiabetesDiagnosisByHealthProf,XGB,Feature_Ablation,sdoh12MosNoTransDaily,sdoh12MosNoTransDaily,0.006180354,0.006180354,0.019670404
diabetesDiagnosis,NN,Integrated_Gradients,sdoh30DaysAvgDaysPerWkModExrcs,sdoh30DaysAvgDaysPerWkModExrcs,-0.022117179,0.022117179,0.019666056
cancerDiagnosedSkinMelanoma17,DT,Permutation_Importance,sdohLivedWithSplitHome18,sdohLivedWithSplitHome18,0.004104944,0.004104944,0.019661384
anginaDiagnosis17,Ensemble,SHAP,sdohFeelLackCompanionship,sdohFeelLackCompanionship,0.027077646,0.027077646,0.019652994
cancerDiagnosedProstate17,XGB,Permutation_Importance,sdohHowOftenHurtByOthers,sdohHowOftenHurtByOthers,0.004100411,0.004100411,0.019639672
highCholesterolDiagnosis17,NN,Saliency,sdoh12MosContactCollection,sdoh12MosContactCollection,-0.0173968,0.0173968,0.019635811
asthmaDiagnosis,XGB,Feature_Ablation,sdohHowHardPayBasics,sdohHowHardPayBasics,0.006169031,0.006169031,0.019634366
asthmaDiagnosis,Ensemble,Feature_Ablation,sdohFeelLackCompanionship,sdohFeelLackCompanionship,0.006169031,0.006169031,0.019634366
cancerDiagnosedColon17,NN,Saliency,sdohHomeProblemPests,sdohHomeProblemPests,0.017390773,0.017390773,0.019629008
anginaDiagnosis17,NN,Integrated_Gradients,sdoh30DaysAvgDaysPerWkModExrcs,sdoh30DaysAvgDaysPerWkModExrcs,0.022051139,0.022051139,0.019607335
cancerDiagnosedSkinMelanoma17,Ensemble,Feature_Ablation,sdohPlacesForMedicalCare,sdohPlacesForMedicalCare,0.006157416,0.006157416,0.019597398
anginaDiagnosis17,XGB,Permutation_Importance,sdohHowOftenThreatenedHarm,sdohHowOftenThreatenedHarm,0.004090991,0.004090991,0.019594554
arthritisDiagnosis17,NN,Integrated_Gradients,sdohDateCompletedMonth,sdohDateCompletedMonth,-0.022027312,0.022027312,0.019586148
anginaDiagnosis17,NN,Saliency,sdohDiscriminationInHousing,sdohDiscriminationInHousing,-0.017330632,0.017330632,0.019561127
cancerDiagnosedLung17,DT,SHAP,sdohDateCompletedMonth,sdohDateCompletedMonth,0.026941267,0.026941267,0.01955401
cancerDiagnosedOther17,NN,Saliency,sdoh12MosMissCardOrLoanPymt,sdoh12MosMissCardOrLoanPymt,0.017315017,0.017315017,0.019543502
cancerDiagnosedLung17,Ensemble,SHAP,sdohSatisfiedWithLife,sdohSatisfiedWithLife,0.026888664,0.026888664,0.01951583
cancerDiagnosedProstate17,DT,Permutation_Importance,sdohDateCompletedMonth,sdohDateCompletedMonth,0.004073611,0.004073611,0.019511309
adhdaddDiagnosis517,DT,Feature_Ablation,sdohUsedElectronicNicotineProd,sdohUsedElectronicNicotineProd,0.006128887,0.006128887,0.019506598
cancerDiagnosedLymphomaNonhodgkins17,NN,LIME,#NAME?,#NAME?,0.015245709,0.015245709,0.019492643
adhdaddDiagnosis517,Ensemble,SHAP,sdohUsedElectronicNicotineProd,sdohUsedElectronicNicotineProd,0.026856422,0.026856422,0.019492429
highCholesterolDiagnosis17,XGB,Feature_Ablation,sdohTelephoneOthersPerWeek,sdohTelephoneOthersPerWeek,0.006123699,0.006123699,0.019490086
cancerDiagnosedLung17,Ensemble,SHAP,sdohPlacesForMedicalCare,sdohPlacesForMedicalCare,0.026823024,0.026823024,0.019468189
arthritisDiagnosis17,NN,Feature_Ablation,sdohLivedWithMentalIllness18,sdohLivedWithMentalIllness18,0.006114444,0.006114444,0.01946063
adhdaddDiagnosis517,DT,LIME,sdohSatisfiedWithLife <= -0.55,sdohSatisfiedWithLife,0.015216691,0.015216691,0.019455542
cancerDiagnosis17,Ensemble,SHAP,sdohRelationshipRespondentToAdult,sdohRelationshipRespondentToAdult,0.026787761,0.026787761,0.019442595
diabetesDiagnosis,XGB,Permutation_Importance,sdohHowOftenChildHurt,sdohHowOftenChildHurt,0.004058231,0.004058231,0.019437644
diabetesDiagnosis,NN,Saliency,sdohPlacesForHealthyFood,sdohPlacesForHealthyFood,-0.017218944,0.017218944,0.019435064
cancerDiagnosedLung17,XGB,Feature_Ablation,sdohPlacesForParksplay,sdohPlacesForParksplay,0.006106195,0.006106195,0.019434376
cancerDiagnosedLung17,NN,Feature_Ablation,sdohHomeProblemLead,sdohHomeProblemLead,0.006106195,0.006106195,0.019434376
cancerDiagnosedBreast17,XGB,Permutation_Importance,sdohHelpFromCommunity,sdohHelpFromCommunity,0.004057451,0.004057451,0.019433908
cancerDiagnosedLymphomaNonhodgkins17,NN,Feature_Ablation,sdohFeelLackCompanionship,sdohFeelLackCompanionship,0.006103494,0.006103494,0.019425779
strokeDiagnosis17,XGB,Permutation_Importance,sdohLivedWithMentalIllness18,sdohLivedWithMentalIllness18,0.004054054,0.004054054,0.019417637
arthritisDiagnosis17,NN,Saliency,sdohHomeProblemSmokeDetector,sdohHomeProblemSmokeDetector,-0.017187322,0.017187322,0.019399372
cancerDiagnosedLung17,Ensemble,SHAP,sdohAccessPublicTransportation,sdohAccessPublicTransportation,0.026725159,0.026725159,0.019397158
diabetesDiagnosis,XGB,Permutation_Importance,sdoh12MosContactCollection,sdoh12MosContactCollection,0.00404826,0.00404826,0.019389886
cancerDiagnosedLymphomaNonhodgkins17,NN,LIME,sdohPlacesForHealthyFood > 0.35,sdohPlacesForHealthyFood,-0.015162027,0.015162027,0.01938565
dcsDiabetesDiagnosisByHealthProf,XGB,Feature_Ablation,sdohDiscriminationInHealthcare,sdohDiscriminationInHealthcare,0.006086712,0.006086712,0.019372366
cancerDiagnosedCervical17,NN,Saliency,sdohUsedElectronicNicotineProd,sdohUsedElectronicNicotineProd,-0.017155033,0.017155033,0.019362928
cancerDiagnosis17,Ensemble,Permutation_Importance,sdohHomeProblemHeat,sdohHomeProblemHeat,0.004040503,0.004040503,0.019352732
anginaDiagnosis17,Ensemble,Permutation_Importance,sdoh12MosPayUtilityLate,sdoh12MosPayUtilityLate,0.004037044,0.004037044,0.019336165
cancerDiagnosedProstate17,NN,Feature_Ablation,sdohDiscriminationInHealthcare,sdohDiscriminationInHealthcare,0.006074683,0.006074683,0.019334081
cancerDiagnosedSkinMelanoma17,DT,Feature_Ablation,sdohSatisfiedWithLife,sdohSatisfiedWithLife,0.006068178,0.006068178,0.019313378
cancerDiagnosedSkinMelanoma17,XGB,Feature_Ablation,sdohHowOftenChildTouched,sdohHowOftenChildTouched,0.006068178,0.006068178,0.019313378
cancerDiagnosedSkinMelanoma17,DT,Feature_Ablation,sdohHomeProblemPests,sdohHomeProblemPests,0.006068178,0.006068178,0.019313378
asthmaDiagnosis,XGB,Feature_Ablation,sdohHomeProblemCook,sdohHomeProblemCook,0.006066214,0.006066214,0.019307127
anginaDiagnosis17,XGB,Permutation_Importance,sdohLivedWithSplitHome18,sdohLivedWithSplitHome18,0.004028053,0.004028053,0.019293101
emphysemaDiagnosis17,Ensemble,SHAP,sdoh30DaysMinPerDayModExrcs,sdoh30DaysMinPerDayModExrcs,0.026576492,0.026576492,0.019289255
diabetesDiagnosis,NN,Saliency,sdoh12MosPayUtilityLate,sdoh12MosPayUtilityLate,0.017045755,0.017045755,0.019239585
dcsDiabetesDiagnosisByHealthProf,Ensemble,SHAP,sdoh12MosWorriedAboutFood,sdoh12MosWorriedAboutFood,0.026502782,0.026502782,0.019235756
cancerDiagnosedOther17,XGB,Permutation_Importance,sdohFeelLeftOut,sdohFeelLeftOut,0.004010431,0.004010431,0.019208697
cancerDiagnosedColon17,NN,Feature_Ablation,sdoh12MosWorriedAboutFood,sdoh12MosWorriedAboutFood,0.006032112,0.006032112,0.019198589
cancerDiagnosedSkinnonmelano17,NN,Feature_Ablation,sdohHomeProblemMold,sdohHomeProblemMold,0.006026264,0.006026264,0.019179977
cancerDiagnosedLung17,Ensemble,SHAP,sdohPlacesForParksplay,sdohPlacesForParksplay,0.026422795,0.026422795,0.019177702
cancerDiagnosedOther17,XGB,Feature_Ablation,sdohHomeProblemCook,sdohHomeProblemCook,-0.006024638,0.006024638,0.019174802
cancerDiagnosedOther17,Ensemble,Feature_Ablation,sdoh12MosPayRentmortgLate,sdoh12MosPayRentmortgLate,0.006024638,0.006024638,0.019174802
anginaDiagnosis17,Ensemble,Feature_Ablation,sdoh12MosFoodRanOut,sdoh12MosFoodRanOut,0.006024096,0.006024096,0.019173077
cancerDiagnosedSkinnonmelano17,DT,SHAP,sdohSafeFromCrimeviolence,sdohSafeFromCrimeviolence,0.026405359,0.026405359,0.019165047
cancerDiagnosedColon17,XGB,Permutation_Importance,sdohDiscriminationApplyingJobs,sdohDiscriminationApplyingJobs,0.00400071,0.00400071,0.019162136
cancerDiagnosedLung17,Ensemble,Feature_Ablation,sdohPlacesForParksplay,sdohPlacesForParksplay,0.006017699,0.006017699,0.019152717
emphysemaDiagnosis17,NN,Feature_Ablation,sdoh12MosNoTransDaily,sdoh12MosNoTransDaily,0.006013283,0.006013283,0.019138662
cancerDiagnosedLymphomaNonhodgkins17,NN,LIME,#NAME?,#NAME?,0.014960426,0.014960426,0.01912789
highCholesterolDiagnosis17,Ensemble,Feature_Ablation,sdohPlacesForMedicalCare,sdohPlacesForMedicalCare,0.006001225,0.006001225,0.019100284
highCholesterolDiagnosis17,Ensemble,Feature_Ablation,sdohHomeProblemWaterLeaks,sdohHomeProblemWaterLeaks,0.006001225,0.006001225,0.019100284
cancerDiagnosedLymphomaNonhodgkins17,NN,LIME,#NAME?,#NAME?,-0.014937771,0.014937771,0.019098924
arthritisDiagnosis17,Ensemble,Feature_Ablation,sdohHomeProblemHeat,sdohHomeProblemHeat,0.005999077,0.005999077,0.019093448
adhdaddDiagnosis517,DT,LIME,sdohHowOftenThreatenedHarm <= -0.49,sdohHowOftenThreatenedHarm,0.014928732,0.014928732,0.019087367
cancerDiagnosis17,XGB,Permutation_Importance,sdoh12MosWorriedAboutFood,sdoh12MosWorriedAboutFood,0.003981518,0.003981518,0.019070213
arthritisDiagnosis17,XGB,Permutation_Importance,sdoh12MosThreatUtilityOff,sdoh12MosThreatUtilityOff,0.003980157,0.003980157,0.019063694
asthmaDiagnosis,XGB,Permutation_Importance,sdohDiscriminationInHealthcare,sdohDiscriminationInHealthcare,0.003979025,0.003979025,0.019058272
cancerDiagnosedProstate17,NN,Feature_Ablation,sdoh12MosWorriedAboutFood,sdoh12MosWorriedAboutFood,0.005985349,0.005985349,0.019049755
diabetesDiagnosis,Ensemble,Feature_Ablation,sdohHowOftenChildHurt,sdohHowOftenChildHurt,0.00598265,0.00598265,0.019041165
strokeDiagnosis17,XGB,Feature_Ablation,sdohAttendChurchOrServices,sdohAttendChurchOrServices,0.005975363,0.005975363,0.019017973
strokeDiagnosis17,Ensemble,Feature_Ablation,sdoh12MosFoodRanOut,sdoh12MosFoodRanOut,0.005975363,0.005975363,0.019017973
cancerDiagnosis17,NN,Integrated_Gradients,sdohSeeOthersPerWeek,sdohSeeOthersPerWeek,0.021379033,0.021379033,0.019009715
cancerDiagnosedOther17,NN,Saliency,sdohHowOftenAbused18,sdohHowOftenAbused18,-0.016825885,0.016825885,0.018991418
arthritisDiagnosis17,NN,SHAP,sdohUsedElectronicNicotineProd,sdohUsedElectronicNicotineProd,0.026146686,0.026146686,0.018977302
cancerDiagnosedskinunknownType17,NN,Feature_Ablation,sdohLivedWithDrugs18,sdohLivedWithDrugs18,0.005960854,0.005960854,0.018971794
cancerDiagnosedCervical17,NN,Saliency,sdohDiscriminationApplyingJobs,sdohDiscriminationApplyingJobs,-0.016802453,0.016802453,0.01896497
typeOfArthritisDiagnosed17,XGB,Feature_Ablation,sdohFeelLackCompanionship,sdohFeelLackCompanionship,0.005956199,0.005956199,0.018956979
cancerDiagnosis17,Ensemble,SHAP,sdohLivedWithSplitHome18,sdohLivedWithSplitHome18,0.026112552,0.026112552,0.018952527
highCholesterolDiagnosis17,Ensemble,Permutation_Importance,sdohHowOftenAbused18,sdohHowOftenAbused18,0.003955909,0.003955909,0.018947554
cancerDiagnosedOther17,DT,SHAP,sdohLivedWithSplitHome18,sdohLivedWithSplitHome18,0.026101701,0.026101701,0.018944651
cancerDiagnosedColon17,NN,Saliency,sdohLivedWithDrugs18,sdohLivedWithDrugs18,0.016762782,0.016762782,0.018920193
cancerDiagnosedColon17,Ensemble,SHAP,sdoh30DaysMinPerDayModExrcs,sdoh30DaysMinPerDayModExrcs,0.026060555,0.026060555,0.018914788
asthmaDiagnosis,Ensemble,Permutation_Importance,sdohDiscriminationByPolice,sdohDiscriminationByPolice,0.00394818,0.00394818,0.018910534
cancerDiagnosedColon17,NN,Saliency,sdohHowOftenScreamCurse,sdohHowOftenScreamCurse,0.016751409,0.016751409,0.018907356
highCholesterolDiagnosis17,NN,Permutation_Importance,sdohHowOftenInsulted,sdohHowOftenInsulted,0.003943662,0.003943662,0.018888894
diabetesDiagnosis,Ensemble,SHAP,sdohPlacesForParksplay,sdohPlacesForParksplay,0.02602226,0.02602226,0.018886993
cancerDiagnosedOther17,NN,Integrated_Gradients,sdohFeelLeftOut,sdohFeelLeftOut,0.021230815,0.021230815,0.018877923
cancerDiagnosedBreast17,XGB,Feature_Ablation,sdohPlacesForMedicalCare,sdohPlacesForMedicalCare,0.005924596,0.005924596,0.018856395
highCholesterolDiagnosis17,XGB,Permutation_Importance,sdoh12MosPayRentmortgLate,sdoh12MosPayRentmortgLate,0.003931415,0.003931415,0.018830235
diabetesDiagnosis,XGB,Permutation_Importance,sdohDateCompletedYear,sdohDateCompletedYear,0.003928607,0.003928607,0.018816786
cancerDiagnosedLymphomaNonhodgkins17,NN,LIME,#NAME?,#NAME?,0.014691767,0.014691767,0.018784392
cancerDiagnosedProstate17,XGB,Permutation_Importance,sdohPlacesForMedicalCare,sdohPlacesForMedicalCare,0.003921744,0.003921744,0.018783914
anginaDiagnosis17,XGB,Permutation_Importance,sdohHowOftenAbused18,sdohHowOftenAbused18,0.003920158,0.003920158,0.018776318
dcsDiabetesDiagnosisByHealthProf,Ensemble,Feature_Ablation,sdohHowOftenHurtByOthers,sdohHowOftenHurtByOthers,0.005899429,0.005899429,0.018776295
dcsDiabetesDiagnosisByHealthProf,Ensemble,Feature_Ablation,sdohHomeProblemMold,sdohHomeProblemMold,0.005899429,0.005899429,0.018776295
cancerDiagnosis17,DT,Feature_Ablation,sdohLivedWithSplitHome18,sdohLivedWithSplitHome18,0.005898545,0.005898545,0.018773482
asthmaDiagnosis,NN,Integrated_Gradients,sdohHelpFromCommunity,sdohHelpFromCommunity,-0.021096932,0.021096932,0.018758877
arthritisDiagnosis17,NN,Saliency,sdoh30DaysAvgDaysPerWkModExrcs,sdoh30DaysAvgDaysPerWkModExrcs,0.016618989,0.016618989,0.018757894
cancerDiagnosedUterine17,Ensemble,SHAP,sdohSafeFromCrimeviolence,sdohSafeFromCrimeviolence,0.025834128,0.025834128,0.018750446
cancerDiagnosedSkinnonmelano17,NN,Saliency,sdohHelpFromFriends,sdohHelpFromFriends,-0.016608499,0.016608499,0.018746053
cancerDiagnosedSkinMelanoma17,Ensemble,Feature_Ablation,sdohLivedWithSplitHome18,sdohLivedWithSplitHome18,0.005889702,0.005889702,0.018745337
arthritisDiagnosis17,Ensemble,SHAP,sdoh12MosPayRentmortgLate,sdoh12MosPayRentmortgLate,0.025813093,0.025813093,0.018735179
emphysemaDiagnosis17,DT,SHAP,sdohHowOftenAbused18,sdohHowOftenAbused18,0.025798605,0.025798605,0.018724664
diabetesDiagnosis,Ensemble,Feature_Ablation,sdohHowOftenInsulted,sdohHowOftenInsulted,0.005882939,0.005882939,0.018723812
asthmaDiagnosis,Ensemble,Permutation_Importance,sdohDiscriminationApplyingServices,sdohDiscriminationApplyingServices,0.003907053,0.003907053,0.018713549
highCholesterolDiagnosis17,XGB,Permutation_Importance,sdohLivedWithAlcoholic18,sdohLivedWithAlcoholic18,0.00390692,0.00390692,0.018712912
highCholesterolDiagnosis17,Ensemble,Permutation_Importance,sdohLivedWithAlcoholic18,sdohLivedWithAlcoholic18,0.00390692,0.00390692,0.018712912
highCholesterolDiagnosis17,XGB,Permutation_Importance,sdoh12MosWorriedAboutFood,sdoh12MosWorriedAboutFood,0.00390692,0.00390692,0.018712912
highCholesterolDiagnosis17,XGB,Feature_Ablation,sdohPlacesForMedicalCare,sdohPlacesForMedicalCare,0.005878751,0.005878751,0.018710483
cancerDiagnosedOther17,NN,Integrated_Gradients,sdohPlacesForHealthyFood,sdohPlacesForHealthyFood,-0.021026313,0.021026313,0.018696085
cancerDiagnosedProstate17,Ensemble,SHAP,sdohTelephoneOthersPerWeek,sdohTelephoneOthersPerWeek,0.025749034,0.025749034,0.018688685
cancerDiagnosedSkinnonmelano17,NN,Integrated_Gradients,sdohLivedWithAlcoholic18,sdohLivedWithAlcoholic18,-0.021001637,0.021001637,0.018674143
asthmaDiagnosis,Ensemble,Feature_Ablation,sdohRelationshipRespondentToAdult,sdohRelationshipRespondentToAdult,0.00586058,0.00586058,0.018652649
asthmaDiagnosis,Ensemble,Feature_Ablation,sdohHomeProblemPests,sdohHomeProblemPests,0.00586058,0.00586058,0.018652649
cancerDiagnosedOther17,NN,Saliency,sdohCoverUnexpectedExpense,sdohCoverUnexpectedExpense,0.016522864,0.016522864,0.018649397
cancerDiagnosis17,XGB,Permutation_Importance,sdohHowOftenHurtByOthers,sdohHowOftenHurtByOthers,0.00389304,0.00389304,0.018646431
adhdaddDiagnosis517,Ensemble,Feature_Ablation,sdohFeelIsolated,sdohFeelIsolated,0.005858495,0.005858495,0.018646013
cancerDiagnosedBladder17,DT,Permutation_Importance,sdohNoHomeProblems,sdohNoHomeProblems,0.003889675,0.003889675,0.018630314
dcsDiabetesDiagnosisByHealthProf,NN,Integrated_Gradients,sdohHowOftenAskedToTouch,sdohHowOftenAskedToTouch,-0.020947859,0.020947859,0.018626325
cancerDiagnosedskinunknownType17,DT,SHAP,sdohDateCompletedMonth,sdohDateCompletedMonth,0.025659853,0.025659853,0.018623957
cancerDiagnosedOther17,Ensemble,SHAP,sdohHowOftenInsulted,sdohHowOftenInsulted,0.025657421,0.025657421,0.018622192
arthritisDiagnosis17,XGB,Permutation_Importance,sdohHowOftenScreamCurse,sdohHowOftenScreamCurse,0.003887863,0.003887863,0.018621635
cancerDiagnosedOther17,XGB,Permutation_Importance,sdohHelpFromFriends,sdohHelpFromFriends,0.003884543,0.003884543,0.018605733
cancerDiagnosedOther17,Ensemble,Feature_Ablation,sdohDiscriminationStores,sdohDiscriminationStores,0.005844798,0.005844798,0.018602419
cancerDiagnosedProstate17,Ensemble,LIME,#NAME?,#NAME?,-0.014545792,0.014545792,0.018597753
cancerDiagnosedLung17,NN,Feature_Ablation,sdohLivedWithDrugs18,sdohLivedWithDrugs18,0.005840708,0.005840708,0.018589402
cancerDiagnosedLymphomaNonhodgkins17,NN,LIME,#NAME?,#NAME?,-0.014536631,0.014536631,0.01858604
cancerDiagnosedLymphomaNonhodgkins17,NN,Feature_Ablation,sdohDiscriminationApplyingJobs,sdohDiscriminationApplyingJobs,0.005838125,0.005838125,0.018581181
diabetesDiagnosis,XGB,Permutation_Importance,sdohHomeProblemWaterLeaks,sdohHomeProblemWaterLeaks,0.003878752,0.003878752,0.018577996
arthritisDiagnosis17,Ensemble,Permutation_Importance,sdoh12MosThreatUtilityOff,sdoh12MosThreatUtilityOff,0.003876327,0.003876327,0.018566381
cancerDiagnosis17,Ensemble,Permutation_Importance,sdohHowOftenForced,sdohHowOftenForced,0.003873378,0.003873378,0.018552256
dcsDiabetesDiagnosisByHealthProf,Ensemble,SHAP,sdoh30DaysMinPerDayModExrcs,sdoh30DaysMinPerDayModExrcs,0.025547627,0.025547627,0.018542504
cancerDiagnosedUterine17,Ensemble,Permutation_Importance,sdohHomeProblemMold,sdohHomeProblemMold,0.003871025,0.003871025,0.018540986
cancerDiagnosedCervical17,NN,Saliency,sdoh12MosPayUtilityLate,sdoh12MosPayUtilityLate,-0.016408185,0.016408185,0.018519959
highCholesterolDiagnosis17,NN,Integrated_Gradients,sdoh12MosPayRentmortgLate,sdoh12MosPayRentmortgLate,-0.020827916,0.020827916,0.018519675
arthritisDiagnosis17,XGB,Permutation_Importance,sdoh12MosContactCollection,sdoh12MosContactCollection,0.00386479,0.00386479,0.018511122
cancerDiagnosedProstate17,NN,Feature_Ablation,sdohHowOftenForced,sdohHowOftenForced,0.005806682,0.005806682,0.018481106
highCholesterolDiagnosis17,XGB,Permutation_Importance,sdohHowOftenChildHurt,sdohHowOftenChildHurt,0.00385793,0.00385793,0.018478265
asthmaDiagnosis,Ensemble,Permutation_Importance,sdohUsedElectronicNicotineProd,sdohUsedElectronicNicotineProd,0.003855645,0.003855645,0.018467321
arthritisDiagnosis17,NN,SHAP,sdohDateCompletedMonth,sdohDateCompletedMonth,0.025430916,0.025430916,0.018457795
typeOfArthritisDiagnosed17,NN,Integrated_Gradients,sdohDiscriminationApplyingServices,sdohDiscriminationApplyingServices,-0.020749494,0.020749494,0.018449944
arthritisDiagnosis17,NN,SHAP,sdohFeelLackCompanionship,sdohFeelLackCompanionship,0.025416375,0.025416375,0.018447241
anginaDiagnosis17,NN,Integrated_Gradients,sdohLivedWithSentenced18,sdohLivedWithSentenced18,0.020744912,0.020744912,0.01844587
